"","X","bill_city","acc_num","st_date","cust_age","cr_score","ph_num","ph_k_date","mon_data","data_plan_m8","disc_m8","mon_sms","mon_voice","serv_tick_m1to6","serv_tick_m7to8","data_roam","long_d_min","long_d_spend","total_pay","churn","Sample","mon_data_city","mon_sms_city","mon_voice_city","serv_tick_m1to6_city","serv_tick_m7to8_city","data_roam_city","long_d_min_city","long_d_spend_city","tot_pay_city","NA_ph_k_date","bill_amount","data_roam_value","usage_ratio"
"17",17,"Abbotsford",331619,"2019-02-12",50,3,2468762427,"2019-07-19",2.33168926526991,"10GB($65)",10,318.248296508103,284.54133363788,1.41775796526125,0.332981425518147,4,124.285668229294,6.31261020429312,64.9661311536328,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.233168926526991
"18",18,"Abbotsford",356458,"2017-06-02",39,4,3868362960,"2018-05-18",2.67679777344955,"10GB($65)",10,349.717523894162,573.314527964014,0.0779251590706001,0.262185720021895,4,39.8932277871394,3.06497418484684,63.633450330832,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.267679777344955
"19",19,"Abbotsford",832409,"2018-04-29",36,5,6349394395,"2017-03-21",7.50540078929549,"10GB($65)",0,1056.8849802418,229.296185271492,0.814993265282928,0.214096675390206,0,29.0567452827399,1.57285506119947,67.2197142981899,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.750540078929549
"20",20,"Abbotsford",377575,"2019-03-25",40,5,9153481289,"2019-05-26",2.06080301889314,"10GB($65)",0,1094.17980064616,148.84914458653,0.056932597518272,0.269161110677125,1,63.4892478012808,4.69988446064982,70.4643288320557,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.206080301889314
"22",22,"Abbotsford",16878,"2019-02-11",19,3,1714936447,"2019-02-12",8.19136540842122,"10GB($65)",10,449.31872267085,150.652594384732,0.113645129159775,0.0959040738758706,1,78.6768691740969,5.51864915582066,62.3736137324248,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.819136540842122
"23",23,"Abbotsford",837013,"2019-05-22",59,5,5332020939,"2019-07-18",8.04508046960638,"10GB($65)",10,528.848853495237,146.577342385115,0.331863502207043,0.028000274974936,0,51.9820745410406,4.16394845595398,61.236865729997,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.804508046960638
"24",24,"Abbotsford",486842,"2018-06-13",45,4,7233153693,"2019-07-16",2.80125970612281,"10GB($65)",5,601.263334100151,89.9519756858809,0.601025391672491,0.0888253614795254,1,15.023571310514,1.61254797016708,63.3237918185597,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.280125970612281
"26",26,"Abbotsford",366163,"2015-06-10",31,3,1122500502,"2018-03-21",3.34326964038343,"10GB($65)",10,726.288290565019,842.265068210574,0.303600011564989,0.487862472020391,0,26.0373318411855,2.59112612229678,59.8107697700105,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.334326964038343
"27",27,"Abbotsford",507808,"2019-06-04",64,4,4444781808,"2019-06-20",2.25504447928067,"10GB($65)",5,779.996667630051,273.159697597395,0.134346512709035,0.402741969957614,4,74.5351298139173,6.21089596845607,69.6929440669303,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.225504447928067
"28",28,"Abbotsford",869,"2018-09-15",48,4,4763400465,"2018-12-05",3.07971605891432,"10GB($65)",5,885.719298165539,24.6475710624386,0.0580047502418731,0.303344507757913,2,24.8352762341846,2.20371399063396,65.496145873865,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.307971605891432
"29",29,"Abbotsford",501351,"2015-10-03",68,4,2686481986,"2019-06-01",3.61088527112083,"10GB($65)",0,1075.37970147358,484.277900904251,0.568550333416991,0.0149258701982841,2,24.8474363474343,1.5125483226314,69.2578266556274,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.361088527112083
"30",30,"Abbotsford",654104,"2018-09-13",68,5,303573254,"2018-12-03",17.2735432056574,"10GB($65)",10,1271.15020557888,211.277369620284,0.125578471111636,0.457407341482603,1,3.68033868091701,0.970195058679639,58.2791557063898,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,1.72735432056574
"31",31,"Abbotsford",706962,"2019-01-16",59,4,7658226997,"2016-03-18",2.87083914768273,"10GB($65)",0,1300.20799444528,168.077920860019,0.0470692976405089,0.507400170437631,0,43.6425453110863,3.09575712244435,68.9367916648904,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.287083914768273
"32",32,"Abbotsford",836372,"2016-02-29",53,5,2039535640,"2016-07-05",2.57726612457635,"10GB($65)",10,1157.76307940764,454.415429711436,0.980976447215948,0.0535270947547224,0,20.8129269666266,2.00267483243471,59.1464558160096,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.257726612457635
"33",33,"Abbotsford",464627,"2017-07-28",54,3,3475790610,"2018-04-16",2.58731526047647,"10GB($65)",10,751.16812092588,187.973692828636,0.0169077353674493,0.0811098178534743,1,16.121462421867,2.60453975079784,58.4133961376568,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.258731526047647
"34",34,"Abbotsford",997066,"2019-01-03",49,5,3873077463,"2019-07-13",2.68688503642381,"10GB($65)",5,763.177855298091,127.049223365698,0.109019297689151,0.23063548557924,0,57.4234615854423,3.22379618695165,63.3126354696855,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.268688503642381
"35",35,"Abbotsford",429686,"2014-02-08",40,4,1039159937,"2017-07-04",3.14757266266296,"10GB($65)",0,290.231567715069,333.757995091837,0.841555884931599,0.460057738824176,1,49.3653745467172,3.82645970688973,71.5390833714157,1,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.314757266266296
"36",36,"Abbotsford",932866,"2017-09-28",26,4,1867632481,"2019-07-13",3.07071335139239,"10GB($65)",10,517.437198913291,386.661265526151,0.203864698792676,0.50572784201408,0,106.835227740979,5.8610357006442,61.0265758495384,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.307071335139239
"37",37,"Abbotsford",837013,"2019-05-22",59,5,1390740466,"2017-10-14",3.01396898133812,"10GB($65)",0,696.470230130378,509.718480616729,0.220435717621952,0.0973764607059512,1,30.9796413893358,3.3018847152901,69.9543324435893,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.301396898133812
"38",38,"Abbotsford",305540,"2018-03-05",63,4,8542945653,"2018-04-17",2.37890231978128,"10GB($65)",5,600.492557751746,227.291521046264,0.0939689201507923,0.0692174009212262,1,5.53877031507862,1.10126880439367,64.3174201401572,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.237890231978128
"39",39,"Abbotsford",358599,"2019-04-28",53,4,5750996613,"2019-02-12",3.22613814029341,"10GB($65)",10,928.794873540196,283.597194241812,0.331555715699114,0.291143409702553,0,0.28632535008913,0.157032033953687,57.2824946314442,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.322613814029341
"40",40,"Abbotsford",914038,"2016-07-13",27,4,3383920842,"2017-06-02",2.55398734583067,"10GB($65)",10,387.399061325497,454.594856463463,0.557922800379848,0.181072786541943,2,42.5868369897962,4.18942594759753,63.4440025995821,1,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.255398734583067
"41",41,"Abbotsford",476447,"2018-03-15",21,5,1312795595,"2018-11-10",2.95214187933418,"10GB($65)",0,318.209045055213,46.9800277764305,0.342695486599079,0.231349373439848,0,29.6098027018805,2.35323611938368,68.7134529612224,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.295214187933418
"42",42,"Abbotsford",329634,"2017-10-15",31,4,5084484623,"2018-04-29",2.73033523700718,"10GB($65)",10,626.787115819095,74.3772445764114,0.526261796434284,0.354400840932077,4,68.700312162567,4.568635832426,63.2033853542073,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.273033523700718
"43",43,"Abbotsford",203706,"2016-02-15",47,5,4409318508,"2019-01-05",1.95357177617914,"10GB($65)",5,470.164960605058,623.504280862025,0.0840359285688362,0.0717341733230027,4,99.7044003706915,6.0384570360046,69.5652890010812,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.195357177617914
"44",44,"Abbotsford",278410,"2017-10-21",56,5,4033557996,"2019-03-25",2.92710870863016,"10GB($65)",5,612.392314421509,197.751945290976,0.127018863333063,0.400655494033849,0,11.1599250302321,1.79844823040152,62.4827922994841,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.292710870863016
"45",45,"Abbotsford",278410,"2017-10-21",56,5,724714491,"2018-11-06",3.74883856379084,"10GB($65)",0,478.294324901788,82.8168432304954,0.316367751166395,0.0841924647938407,0,0.540618951056422,1.4501124591874,68.6421209279847,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.374883856379084
"46",46,"Abbotsford",664411,"2018-03-06",46,5,6454382894,"2019-03-25",3.69773538099458,"10GB($65)",10,484.515886952353,97.4099388042753,0.447718609391446,0.657735714066876,2,47.2513844872056,3.07849336641144,59.9861716313404,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.369773538099458
"47",47,"Abbotsford",877629,"2015-08-19",25,5,7628436455,"2019-02-11",2.84064414808369,"10GB($65)",10,442.965263150835,843.175402832271,0.281165922151596,0.288748102448386,5,6.42327350634584,2.30820529507819,61.5659399548757,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.284064414808369
"48",48,"Abbotsford",460921,"2014-11-15",19,4,2836066025,"2019-05-22",3.72806787399478,"10GB($65)",10,964.699649875373,109.294247116393,0.0576367173635132,0.370173764766961,0,14.8714511282618,1.64790341152178,57.0324372223498,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.372806787399478
"49",49,"Abbotsford",603737,"2018-01-12",56,5,6190963893,"2018-06-20",3.66818744608504,"10GB($65)",0,1243.40131136533,497.313032695565,0.0146557332623837,0.0240136768857058,4,23.4646014102911,1.95171471329689,69.6413766787421,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.366818744608504
"50",50,"Abbotsford",278410,"2017-10-21",56,5,6725373975,"2019-06-11",3.06689752781894,"10GB($65)",10,1410.22990674393,59.8382138224975,0.615996785420864,0.181224145311327,0,7.28701220398039,0.734464540917515,55.9786439492819,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.306689752781894
"51",51,"Abbotsford",589464,"2015-08-13",58,4,7602900788,"2017-09-09",2.47329051472442,"10GB($65)",15,410.415997832392,706.323355168248,0.395603429428997,0.137413288017395,1,22.124780740088,2.53363804997775,54.4334383958351,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.247329051472442
"52",52,"Abbotsford",158787,"2019-04-29",26,2,5837893104,"2018-06-13",2.27239641774397,"10GB($65)",10,523.562684314784,359.3398279811,0.356548480858165,0.0628047824583797,3,103.39599231769,5.89458655994646,65.1802878560329,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.227239641774397
"53",53,"Abbotsford",683995,"2018-06-20",22,5,1570621777,"2017-12-12",2.87712893249021,"10GB($65)",5,350.200421496731,131.807200659448,0.171079384033145,0.0960525242772354,5,66.0218347627368,3.45482735183098,67.7862677630306,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.287712893249021
"55",55,"Abbotsford",429157,"2014-02-03",46,4,6853104571,"2017-08-24",7.59956742784858,"10GB($65)",10,745.157805062035,133.200043558391,0.118246964275349,0.0630669436781081,3,4.11767940480332,0.595140701562236,57.5190726225504,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.759956742784858
"56",56,"Abbotsford",523256,"2019-01-05",36,4,518876086,"2015-06-10",3.14538077027479,"10GB($65)",5,360.874452678699,393.020569487243,0.317424307241206,0.175650359063755,0,32.9805864943578,1.94574125144608,62.9335547384202,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.314538077027479
"57",57,"Abbotsford",701280,"2015-09-08",25,5,9308461251,"2019-01-26",3.18911515842038,"10GB($65)",10,892.67933597841,81.7037269909462,0.0140898533368561,0.00224124041925039,1,40.9686424455755,3.69262482791632,59.9171341995453,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.318911515842038
"58",58,"Abbotsford",832001,"2014-12-31",35,4,161258517,"2019-06-04",3.11696062732914,"10GB($65)",5,931.685509275447,449.363089926939,0.477470593260285,0.0282580273826447,1,19.337632093764,2.47890016552865,64.5979575523594,NA,"Holdout",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.311696062732914
"59",59,"Abbotsford",371650,"2014-04-05",51,5,4602328934,"2017-08-22",3.07898278704701,"10GB($65)",5,1137.74063543969,119.64586474446,0.450426124713201,0.0768962022400802,1,7.63634533391601,0.757558824265662,61.3485320178991,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.307898278704701
"60",60,"Abbotsford",799786,"2017-07-02",44,5,1964223501,"2018-09-15",7.86888571154293,"10GB($65)",10,490.714951977006,227.667865568835,0.255064682466919,0.295742165053052,0,29.8206523090372,2.77480136585422,58.1480093556147,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.786888571154293
"61",61,"Abbotsford",744920,"2018-05-20",41,2,6498862795,"2019-04-10",2.79969127652661,"10GB($65)",5,916.016642424512,341.621446356288,0.0678512195074299,0.0811276406359797,0,14.2121187490056,0.880626590181201,63.5835849906995,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.279969127652661
"62",62,"Abbotsford",41429,"2018-04-14",47,4,7884226469,"2018-06-19",2.64794540997938,"10GB($65)",5,780.042224918161,105.776202776154,0.00836722711927107,0.169617389444159,6,25.1573024929568,2.78517848524824,67.2977282497516,1,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.264794540997938
"63",63,"Abbotsford",591510,"2015-05-30",49,5,7872883546,"2015-10-03",2.66693528688675,"10GB($65)",10,622.633274181464,140.078922055266,0.306287943967891,0.124128334387986,0,15.9406854051571,2.15402769063809,59.2362397260597,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.266693528688675
"64",64,"Abbotsford",149572,"2019-06-01",51,5,1161262352,"2019-06-17",6.50753844741032,"10GB($65)",5,600.005926130029,297.990787670953,0.0110775956381539,0.163759953904177,1,75.88652385059,6.63899843100135,67.9706537800991,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.650753844741032
"65",65,"Abbotsford",888898,"2018-08-13",31,4,9078572032,"2019-02-03",2.66256849043383,"10GB($65)",10,116.404135437217,436.989546480407,0.347148712809901,0.416991266046299,1,31.6013511278464,3.99975903186751,61.1391627683754,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.266256849043383
"66",66,"Abbotsford",18325,"2018-04-24",37,5,3713614014,"2019-01-28",8.09720716323194,"10GB($65)",5,590.032642456621,113.377412976545,0.0464221778374353,0.306324954299336,6,4.64748467445638,2.10515702619914,65.9099711507849,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.809720716323194
"67",67,"Abbotsford",568482,"2018-08-21",37,4,9640594528,"2019-05-04",2.9504927168693,"10GB($65)",5,383.512493549523,226.700999090341,0.12530191767808,0.120612641350018,1,14.9049891981852,2.59399445794238,65.8195811382136,0,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.29504927168693
"68",68,"Abbotsford",662235,"2017-11-01",22,4,3521278791,"2018-09-13",1.9332952215972,"10GB($65)",10,605.8891769159,579.063388230343,0.0789642907938366,0.17389356752997,1,132.68408706949,8.35627139426663,65.1483949203048,0,"Estimation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,1,65,10,0.19332952215972
"69",69,"Abbotsford",430420,"2016-04-26",20,4,4303589836,"2019-01-04",2.17893541756161,"10GB($65)",10,1587.77422275145,607.0169482379,0.36886956122746,0.446684327095217,7,20.2341419484769,2.3083411761197,61.8877011543896,1,"Validation",4.47352974260271,633.804639293196,203.272215503453,0.234609673079103,0.238529057218693,2.08270203100983,37.642591400072,2.44844467360785,64.5372941749036,0,65,10,0.217893541756161
